seconds,budget_mbps,equivalent_capacity_mbps,lost_frames,queue_ms
8.300,1000.000000,1000,0,11.1297
8.400,1000.000000,1000,0,11.1300
8.500,1000.000000,1000,0,11.1302
8.600,1000.000000,1000,0,11.1304
8.700,1000.000000,1000,0,11.1306
8.800,1000.000000,1000,0,11.1308
8.900,1000.000000,1000,0,11.1311
9.000,1000.000000,1000,0,11.1313
9.100,1000.000000,1000,0,11.1315
9.200,1000.000000,1000,0,11.1317
9.300,1000.000000,1000,0,11.1320
9.400,1000.000000,1000,0,11.1322
9.500,1000.000000,1000,0,11.1324
9.600,1000.000000,1000,0,11.1326
9.700,1000.000000,1000,0,11.1329
9.800,1000.000000,1000,0,11.1331
9.900,1000.000000,1000,0,11.1333
10.000,1000.000000,300,1,26.0006
10.100,1000.000000,300,10,0.0000
10.200,1000.000000,300,19,0.0000
10.300,699.998425,300,28,0.0000
10.400,699.998425,300,37,0.0000
10.500,699.998425,300,46,0.0000
10.600,699.998425,300,55,0.0000
10.700,699.998425,300,64,0.0000
10.800,699.998425,300,73,0.0000
10.900,489.997996,300,78,7.0370
11.000,489.997996,300,82,18.1482
11.100,489.997996,300,87,7.0370
11.200,489.997996,300,91,18.1482
11.300,489.997996,300,96,7.0370
11.400,209.999001,300,97,7.7778
11.500,209.999001,300,97,7.7778
11.600,209.999001,300,97,7.7778
11.700,209.999001,300,97,7.7778
11.800,209.999001,300,97,7.7778
11.900,311.997086,300,97,12.8887
12.000,311.997086,300,97,16.8884
12.100,311.997086,300,97,20.8881
12.200,311.997086,300,98,13.3332
12.300,311.997086,300,98,17.3328
12.400,209.998682,300,98,13.7771
12.500,209.998682,300,98,7.7778
12.600,209.998682,300,98,7.7778
12.700,209.998682,300,98,7.7778
12.800,209.998682,300,98,7.7778
12.900,209.998682,300,98,7.7778
13.000,311.996612,300,98,15.1108
13.100,311.996612,300,98,19.1105
13.200,311.996612,300,99,11.5555
13.300,311.996612,300,99,15.5552
13.400,311.996612,300,99,19.5549
13.500,209.998363,300,99,7.7778
13.600,209.998363,300,99,7.7778
13.700,209.998363,300,99,7.7778
13.800,209.998363,300,99,7.7778
13.900,209.998363,300,99,7.7778
14.000,311.996138,300,99,13.3326
14.100,311.996138,300,99,17.3313
14.200,311.996138,300,99,21.3301
14.300,311.996138,300,100,13.7769
14.400,311.996138,300,100,17.7756
14.500,209.999989,300,100,10.4416
14.600,209.999989,300,100,7.7778
14.700,209.999989,300,100,7.7778
14.800,209.999989,300,100,7.7778
14.900,209.999989,300,100,7.7778
15.000,311.998563,300,100,11.5555
15.100,311.998563,300,100,15.5552
15.200,311.998563,300,100,19.5549
15.300,311.998563,300,101,11.9999
15.400,311.998563,300,101,15.9996
15.500,311.998563,300,101,19.9993
15.600,209.999676,300,101,7.7778
15.700,209.999676,300,101,7.7778
15.800,209.999676,300,101,7.7778
15.900,209.999676,300,101,7.7778
16.000,209.999676,300,101,7.7778
16.100,311.998089,300,101,13.7776
16.200,311.998089,300,101,17.7772
16.300,311.998089,300,101,21.7769
16.400,311.998089,300,102,14.2220
16.500,311.998089,300,102,18.2217
16.600,209.999357,300,102,7.7778
16.700,209.999357,300,102,7.7778
16.800,209.999357,300,102,7.7778
16.900,209.999357,300,102,7.7778
17.000,209.999357,300,102,7.7778
17.100,311.997615,300,102,11.9999
17.200,311.997615,300,102,15.9996
17.300,311.997615,300,102,19.9993
17.400,311.997615,300,103,12.4443
17.500,311.997615,300,103,16.4440
17.600,311.997615,300,103,20.4437
17.700,209.999038,300,103,7.7778
17.800,209.999038,300,103,7.7778
17.900,209.999038,300,103,7.7778
18.000,209.999038,300,103,7.7778
18.100,209.999038,300,103,7.7778
18.200,311.997141,300,103,14.2220
18.300,311.997141,300,103,18.2217
18.400,311.997141,300,103,22.2213
18.500,311.997141,300,104,14.6664
18.600,311.997141,300,104,18.6661
18.700,209.998719,300,104,7.7778
18.800,209.998719,300,104,7.7778
18.900,209.998719,300,104,7.7778
19.000,209.998719,300,104,7.7778
19.100,209.998719,300,104,7.7778
19.200,311.996667,300,104,12.4443
19.300,311.996667,300,104,16.4440
19.400,311.996667,300,104,20.4437
19.500,311.996667,300,105,12.8887
19.600,311.996667,300,105,16.8884
19.700,209.998400,300,105,17.1104
19.800,209.998400,300,105,7.7778
19.900,209.998400,300,105,7.7778
20.000,209.998400,1000,105,2.3333
20.100,209.998400,1000,105,2.3333
20.200,209.998400,1000,105,2.3333
20.300,311.996193,1000,105,3.4667
20.400,311.996193,1000,105,3.4667
20.500,311.996193,1000,105,3.4667
20.600,311.996193,1000,105,3.4667
20.700,311.996193,1000,105,3.4667
20.800,311.996193,1000,105,3.4667
20.900,311.996193,1000,105,3.4667
21.000,311.996193,1000,105,3.4667
21.100,311.996193,1000,105,3.4667
21.200,311.996193,1000,105,3.4667
21.300,337.995893,1000,105,3.7555
21.400,337.995893,1000,105,3.7555
21.500,337.995893,1000,105,3.7555
21.600,337.995893,1000,105,3.7555
21.700,337.995893,1000,105,3.7555
21.800,337.995893,1000,105,3.7555
21.900,337.995893,1000,105,3.7555
22.000,337.995893,1000,105,3.7555
22.100,337.995893,1000,105,3.7555
22.200,337.995893,1000,105,3.7555
22.300,337.995893,1000,105,3.7555
22.400,366.162236,1000,105,4.0685
22.500,366.162236,1000,105,4.0685
22.600,366.162236,1000,105,4.0685
22.700,366.162236,1000,105,4.0685
22.800,366.162236,1000,105,4.0685
22.900,366.162236,1000,105,4.0685
23.000,366.162236,1000,105,4.0685
23.100,366.162236,1000,105,4.0685
23.200,366.162236,1000,105,4.0685
23.300,366.162236,1000,105,4.0685
23.400,396.675776,1000,105,4.4075
23.500,396.675776,1000,105,4.4075
23.600,396.675776,1000,105,4.4075
23.700,396.675776,1000,105,4.4075
23.800,396.675776,1000,105,4.4075
23.900,396.675776,1000,105,4.4075
24.000,396.675776,1000,105,4.4075
24.100,396.675776,1000,105,4.4075
24.200,396.675776,1000,105,4.4075
24.300,396.675776,1000,105,4.4075
24.400,429.732113,1000,105,4.7748
24.500,429.732113,1000,105,4.7748
24.600,429.732113,1000,105,4.7748
24.700,429.732113,1000,105,4.7748
24.800,429.732113,1000,105,4.7748
24.900,429.732113,1000,105,4.7748
25.000,429.732113,1000,105,4.7748
25.100,429.732113,1000,105,4.7748
25.200,429.732113,1000,105,4.7748
25.300,429.732113,1000,105,4.7748
25.400,429.732113,1000,105,4.7748
25.500,465.543146,1000,105,5.1727
25.600,465.543146,1000,105,5.1727
25.700,465.543146,1000,105,5.1727
25.800,465.543146,1000,105,5.1727
25.900,465.543146,1000,105,5.1727
26.000,465.543146,1000,105,5.1727
26.100,465.543146,1000,105,5.1727
26.200,465.543146,1000,105,5.1727
26.300,465.543146,1000,105,5.1727
26.400,465.543146,1000,105,5.1727
26.500,504.338434,1000,105,5.6038
26.600,504.338434,1000,105,5.6038
26.700,504.338434,1000,105,5.6038
26.800,504.338434,1000,105,5.6038
26.900,504.338434,1000,105,5.6038
27.000,504.338434,1000,105,5.6038
27.100,504.338434,1000,105,5.6038
27.200,504.338434,1000,105,5.6038
27.300,504.338434,1000,105,5.6038
27.400,504.338434,1000,105,5.6038
27.500,504.338434,1000,105,5.6038
27.600,546.366665,1000,105,6.0708
27.700,546.366665,1000,105,6.0708
27.800,546.366665,1000,105,6.0708
27.900,546.366665,1000,105,6.0708
28.000,546.366665,1000,105,6.0708
28.100,546.366665,1000,105,6.0708
28.200,546.366665,1000,105,6.0708
28.300,546.366665,1000,105,6.0708
28.400,546.366665,1000,105,6.0708
28.500,546.366665,1000,105,6.0708
28.600,591.897251,1000,105,6.5766
28.700,591.897251,1000,105,6.5766
28.800,591.897251,1000,105,6.5766
28.900,591.897251,1000,105,6.5766
29.000,591.897251,1000,105,6.5766
29.100,591.897251,1000,105,6.5766
29.200,591.897251,1000,105,6.5766
29.300,591.897251,1000,105,6.5766
29.400,591.897251,1000,105,6.5766
29.500,591.897251,1000,105,6.5766
29.600,591.897251,1000,105,6.5766
29.700,641.222055,1000,105,7.1247
29.800,641.222055,1000,105,7.1247
29.900,641.222055,1000,105,7.1247
30.000,641.222055,1000,105,7.1247
30.100,641.222055,1000,105,7.1247
30.200,641.222055,1000,105,7.1247
30.300,641.222055,1000,105,7.1247
30.400,641.222055,1000,105,7.1247
30.500,641.222055,1000,105,7.1247
30.600,641.222055,1000,105,7.1247
30.700,694.657262,1000,105,7.7184
30.800,694.657262,1000,105,7.7184
30.900,694.657262,1000,105,7.7184
31.000,694.657262,1000,105,7.7184
31.100,694.657262,1000,105,7.7184
31.200,694.657262,1000,105,7.7184
31.300,694.657262,1000,105,7.7184
31.400,694.657262,1000,105,7.7184
31.500,694.657262,1000,105,7.7184
31.600,694.657262,1000,105,7.7184
31.700,694.657262,1000,105,7.7184
31.800,752.545406,1000,105,8.3616
31.900,752.545406,1000,105,8.3616
32.000,752.545406,1000,105,8.3616
32.100,752.545406,1000,105,8.3616
32.200,752.545406,1000,105,8.3616
32.300,752.545406,1000,105,8.3616
32.400,752.545406,1000,105,8.3616
32.500,752.545406,1000,105,8.3616
32.600,752.545406,1000,105,8.3616
32.700,752.545406,1000,105,8.3616
32.800,815.257565,1000,105,9.0584
32.900,815.257565,1000,105,9.0584
33.000,815.257565,1000,105,9.0584
33.100,815.257565,1000,105,9.0584
33.200,815.257565,1000,105,9.0584
33.300,815.257565,1000,105,9.0584
33.400,815.257565,1000,105,9.0584
33.500,815.257565,1000,105,9.0584
33.600,815.257565,1000,105,9.0584
33.700,815.257565,1000,105,9.0584
33.800,883.195741,1000,105,9.8133
33.900,883.195741,1000,105,9.8133
34.000,883.195741,1000,105,9.8133
34.100,883.195741,1000,105,9.8133
34.200,883.195741,1000,105,9.8133
34.300,883.195741,1000,105,9.8133
34.400,883.195741,1000,105,9.8133
34.500,883.195741,1000,105,9.8133
34.600,883.195741,1000,105,9.8133
34.700,883.195741,1000,105,9.8133
34.800,883.195741,1000,105,9.8133
34.900,956.795436,1000,105,10.6311
35.000,956.795436,550,106,8.2181
35.100,956.795436,550,110,19.3292
35.200,956.795436,550,115,8.2181
35.300,956.795436,550,119,19.3292
35.400,669.756805,550,122,20.7886
35.500,669.756805,550,124,18.3692
35.600,669.756805,550,126,15.9498
35.700,669.756805,550,128,13.5305
35.800,669.756805,550,130,9.6774
35.900,384.999099,550,131,9.2832
36.000,384.999099,550,131,7.7778
36.100,384.999099,550,131,7.7778
36.200,384.999099,550,131,7.7778
36.300,384.999099,550,131,7.7778
36.400,384.999099,550,131,7.7778
36.500,571.996784,550,131,15.1105
36.600,571.996784,550,131,19.1099
36.700,571.996784,550,132,11.5555
36.800,571.996784,550,132,15.5549
36.900,571.996784,550,132,19.5543
37.000,385.000015,550,132,7.7778
37.100,385.000015,550,132,7.7778
37.200,385.000015,550,132,7.7778
37.300,385.000015,550,132,7.7778
37.400,385.000015,550,132,7.7778
37.500,571.998159,550,132,13.3333
37.600,571.998159,550,132,17.3332
37.700,571.998159,550,132,21.3332
37.800,571.998159,550,133,13.7777
37.900,571.998159,550,133,17.7777
38.000,384.998975,550,133,10.4444
38.100,384.998975,550,133,7.7778
38.200,384.998975,550,133,7.7778
38.300,384.998975,550,133,7.7778
38.400,384.998975,550,133,7.7778
38.500,571.996574,550,133,11.5555
38.600,571.996574,550,133,15.5549
38.700,571.996574,550,133,19.5543
38.800,571.996574,550,134,11.9999
38.900,571.996574,550,134,15.9993
39.000,571.996574,550,134,19.9987
39.100,384.999874,550,134,7.7778
39.200,384.999874,550,134,7.7778
39.300,384.999874,550,134,7.7778
39.400,384.999874,550,134,7.7778
39.500,384.999874,550,134,7.7778
39.600,571.997950,550,134,13.7777
39.700,571.997950,550,134,17.7777
39.800,571.997950,550,134,21.7776
39.900,571.997950,550,135,14.2222
40.000,571.997950,550,135,18.2221
40.100,384.998834,550,135,7.7778
40.200,384.998834,550,135,7.7778
40.300,384.998834,550,135,7.7778
40.400,384.998834,550,135,7.7778
40.500,384.998834,550,135,7.7778
40.600,571.996364,550,135,11.9999
40.700,571.996364,550,135,15.9993
40.800,571.996364,550,135,19.9987
40.900,571.996364,550,136,12.4443
41.000,571.996364,550,136,16.4437
41.100,571.996364,550,136,20.4431
41.200,384.999732,550,136,7.7778
41.300,384.999732,550,136,7.7778
41.400,384.999732,550,136,7.7778
41.500,384.999732,550,136,7.7778
41.600,384.999732,550,136,7.7778
41.700,571.997739,550,136,14.2222
41.800,571.997739,550,136,18.2221
41.900,571.997739,550,136,22.2221
42.000,571.997739,550,137,14.6666
42.100,571.997739,550,137,18.6666
42.200,384.998692,550,137,7.7778
42.300,384.998692,550,137,7.7778
42.400,384.998692,550,137,7.7778
42.500,384.998692,550,137,7.7778
42.600,384.998692,550,137,7.7778
42.700,571.996153,550,137,12.4443
42.800,571.996153,550,137,16.4437
42.900,571.996153,550,137,20.4431
43.000,571.996153,550,138,12.8886
43.100,571.996153,550,138,16.8880
43.200,384.999590,550,138,17.1098
43.300,384.999590,550,138,7.7778
43.400,384.999590,550,138,7.7778
43.500,384.999590,550,138,7.7778
43.600,384.999590,550,138,7.7778
43.700,384.999590,550,138,7.7778
43.800,571.997528,550,138,14.6666
43.900,571.997528,550,138,18.6666
44.000,571.997528,550,139,11.1109
44.100,571.997528,550,139,15.1111
44.200,571.997528,550,139,19.1110
44.300,384.998550,550,139,7.7778
44.400,384.998550,550,139,7.7778
44.500,384.998550,550,139,7.7778
44.600,384.998550,550,139,7.7778
44.700,384.998550,550,139,7.7778
44.800,571.995942,550,139,12.8886
44.900,571.995942,550,139,16.8880
45.000,571.995942,550,139,20.8875
45.100,571.995942,550,140,13.3330
45.200,571.995942,550,140,17.3324
45.300,384.999448,550,140,13.7765
45.400,384.999448,550,140,7.7778
45.500,384.999448,550,140,7.7778
45.600,384.999448,550,140,7.7778
45.700,384.999448,550,140,7.7778
45.800,384.999448,550,140,7.7778
45.900,571.997317,550,140,15.1111
46.000,571.997317,550,140,19.1110
46.100,571.997317,550,141,11.5555
46.200,571.997317,550,141,15.5555
46.300,571.997317,550,141,19.5554
46.400,384.998408,550,141,7.7778
46.500,384.998408,550,141,7.7778
46.600,384.998408,550,141,7.7778
46.700,384.998408,550,141,7.7778
46.800,384.998408,550,141,7.7778
46.900,571.995731,550,141,13.3330
47.000,571.995731,550,141,17.3324
47.100,571.995731,550,141,21.3318
47.200,571.995731,550,142,13.7774
47.300,571.995731,550,142,17.7768
47.400,384.999306,550,142,10.4432
47.500,384.999306,550,142,7.7778
47.600,384.999306,550,142,7.7778
47.700,384.999306,550,142,7.7778
47.800,384.999306,550,142,7.7778
47.900,571.997106,550,142,11.5555
48.000,571.997106,550,142,15.5555
48.100,571.997106,550,142,19.5554
48.200,571.997106,550,143,12.0000
48.300,571.997106,550,143,15.9999
48.400,571.997106,550,143,19.9999
48.500,384.998266,550,143,7.7777
48.600,384.998266,550,143,7.7777
48.700,384.998266,550,143,7.7777
48.800,384.998266,550,143,7.7777
48.900,384.998266,550,143,7.7777
49.000,571.999799,550,143,13.7781
49.100,571.999799,550,143,17.7786
49.200,571.999799,550,143,21.7790
49.300,571.999799,550,144,14.6671
49.400,571.999799,550,144,18.6675
49.500,384.998146,550,144,7.7777
49.600,384.998146,550,144,7.7777
49.700,384.998146,550,144,7.7777
49.800,384.998146,550,144,7.7777
49.900,384.998146,550,144,7.7777
50.000,571.999630,550,144,12.0000
50.100,571.999630,550,144,15.9999
50.200,571.999630,550,144,19.9999
50.300,571.999630,550,145,12.4444
50.400,571.999630,550,145,16.4444
50.500,571.999630,550,145,20.4443
50.600,384.999965,550,145,7.7778
50.700,384.999965,550,145,7.7778
50.800,384.999965,550,145,7.7778
50.900,384.999965,550,145,7.7778
51.000,384.999965,550,145,7.7778
51.100,571.998045,550,145,14.2222
51.200,571.998045,550,145,18.2221
51.300,571.998045,550,145,22.2221
51.400,571.998045,550,146,14.6666
51.500,571.998045,550,146,18.6666
51.600,384.998898,550,146,7.7778
51.700,384.998898,550,146,7.7778
51.800,384.998898,550,146,7.7778
51.900,384.998898,550,146,7.7778
52.000,384.998898,550,146,7.7778
52.100,571.996459,550,146,12.4443
52.200,571.996459,550,146,16.4437
52.300,571.996459,550,146,20.4431
52.400,571.996459,550,147,12.8886
52.500,571.996459,550,147,16.8880
52.600,384.999796,550,147,17.1098
52.700,384.999796,550,147,7.7778
52.800,384.999796,550,147,7.7778
52.900,384.999796,550,147,7.7778
53.000,384.999796,550,147,7.7778
53.100,384.999796,550,147,7.7778
53.200,571.997834,550,147,14.6666
53.300,571.997834,550,147,18.6666
53.400,571.997834,550,148,11.1109
53.500,571.997834,550,148,15.1111
53.600,571.997834,550,148,19.1110
53.700,384.998756,550,148,7.7778
53.800,384.998756,550,148,7.7778
53.900,384.998756,550,148,7.7778
54.000,384.998756,550,148,7.7778
54.100,384.998756,550,148,7.7778
54.200,571.996248,550,148,12.8886
54.300,571.996248,550,148,16.8880
54.400,571.996248,550,148,20.8875
54.500,571.996248,550,149,13.3330
54.600,571.996248,550,149,17.3324
54.700,384.999654,550,149,13.7765
54.800,384.999654,550,149,7.7778
54.900,384.999654,550,149,7.7778
55.000,384.999654,550,149,7.7778
55.100,384.999654,550,149,7.7778
55.200,384.999654,550,149,7.7778
55.300,571.997623,550,149,15.1111
55.400,571.997623,550,149,19.1110
55.500,571.997623,550,150,11.5555
55.600,571.997623,550,150,15.5555
55.700,571.997623,550,150,19.5554
55.800,384.998614,550,150,7.7778
55.900,384.998614,550,150,7.7778
56.000,384.998614,550,150,7.7778
56.100,384.998614,550,150,7.7778
56.200,384.998614,550,150,7.7778
56.300,571.996037,550,150,13.3330
56.400,571.996037,550,150,17.3324
56.500,571.996037,550,150,21.3318
56.600,571.996037,550,151,13.7774
56.700,571.996037,550,151,17.7768
56.800,384.999512,550,151,10.4432
56.900,384.999512,550,151,7.7778
57.000,384.999512,550,151,7.7778
57.100,384.999512,550,151,7.7778
57.200,384.999512,550,151,7.7778
57.300,571.997412,550,151,11.5555
57.400,571.997412,550,151,15.5555
57.500,571.997412,550,151,19.5554
57.600,571.997412,550,152,12.0000
57.700,571.997412,550,152,15.9999
57.800,571.997412,550,152,19.9999
57.900,384.998472,550,152,7.7778
58.000,384.998472,550,152,7.7778
58.100,384.998472,550,152,7.7778
58.200,384.998472,550,152,7.7778
58.300,384.998472,550,152,7.7778
58.400,571.995826,550,152,13.7774
58.500,571.995826,550,152,17.7768
58.600,571.995826,550,152,21.7762
58.700,571.995826,550,153,14.2218
58.800,571.995826,550,153,18.2212
58.900,384.999370,550,153,7.7778
59.000,384.999370,550,153,7.7778
59.100,384.999370,550,153,7.7778
59.200,384.999370,550,153,7.7778
59.300,384.999370,550,153,7.7778
59.400,571.997201,550,153,12.0000
59.500,571.997201,550,153,15.9999
59.600,571.997201,550,153,19.9999
59.700,571.997201,550,154,12.4444
59.800,571.997201,550,154,16.4444
59.900,571.997201,550,154,20.4443
60.000,384.998330,550,154,7.7777
60.100,384.998330,550,154,7.7777
60.200,384.998330,550,154,7.7777
60.300,384.998330,550,154,7.7777
60.400,384.998330,550,154,7.7777
60.500,571.999894,550,154,14.2226
60.600,571.999894,550,154,18.2230
60.700,571.999894,550,155,10.6679
60.800,571.999894,550,155,15.1116
60.900,571.999894,550,155,19.1120
61.000,384.998210,550,155,7.7777
61.100,384.998210,550,155,7.7777
61.200,384.998210,550,155,7.7777
61.300,384.998210,550,155,7.7777
61.400,384.998210,550,155,7.7777
61.500,571.999725,550,155,12.4446
61.600,571.999725,550,155,16.4451
61.700,571.999725,550,155,20.4455
61.800,571.999725,550,156,13.3336
61.900,571.999725,550,156,17.3341
62.000,384.998097,550,156,17.5567
62.100,384.998097,550,156,7.7777
62.200,384.998097,550,156,7.7777
62.300,384.998097,550,156,7.7777
62.400,384.998097,550,156,7.7777
62.500,384.998097,550,156,7.7777
62.600,571.999557,550,156,14.6666
62.700,571.999557,550,156,18.6666
62.800,571.999557,550,157,11.1109
62.900,571.999557,550,157,15.1111
63.000,571.999557,550,157,19.1110
63.100,384.999916,550,157,7.7778
63.200,384.999916,550,157,7.7778
63.300,384.999916,550,157,7.7778
63.400,384.999916,550,157,7.7778
63.500,384.999916,550,157,7.7778
63.600,571.997972,550,157,12.8889
63.700,571.997972,550,157,16.8888
63.800,571.997972,550,157,20.8887
63.900,571.997972,550,158,13.3333
64.000,571.997972,550,158,17.3332
64.100,384.998849,550,158,13.7777
64.200,384.998849,550,158,7.7778
64.300,384.998849,550,158,7.7778
64.400,384.998849,550,158,7.7778
64.500,384.998849,550,158,7.7778
64.600,384.998849,550,158,7.7778
64.700,571.996387,550,158,15.1105
64.800,571.996387,550,158,19.1099
64.900,571.996387,550,159,11.5555
65.000,571.996387,550,159,15.5549
65.100,571.996387,550,159,19.5543
65.200,384.999748,550,159,7.7778
65.300,384.999748,550,159,7.7778
65.400,384.999748,550,159,7.7778
65.500,384.999748,550,159,7.7778
65.600,384.999748,550,159,7.7778
65.700,571.997763,550,159,13.3333
65.800,571.997763,550,159,17.3332
65.900,571.997763,550,159,21.3332
66.000,571.997763,550,160,13.7777
66.100,571.997763,550,160,17.7777
66.200,384.998708,550,160,10.4444
66.300,384.998708,550,160,7.7778
66.400,384.998708,550,160,7.7778
66.500,384.998708,550,160,7.7778
66.600,384.998708,550,160,7.7778
66.700,571.996177,550,160,11.5555
66.800,571.996177,550,160,15.5549
66.900,571.996177,550,160,19.5543
67.000,571.996177,550,161,11.9999
67.100,571.996177,550,161,15.9993
67.200,571.996177,550,161,19.9987
67.300,384.999607,550,161,7.7778
67.400,384.999607,550,161,7.7778
67.500,384.999607,550,161,7.7778
67.600,384.999607,550,161,7.7778
67.700,384.999607,550,161,7.7778
67.800,571.997553,550,161,13.7777
67.900,571.997553,550,161,17.7777
68.000,571.997553,550,161,21.7776
68.100,571.997553,550,162,14.2222
68.200,571.997553,550,162,18.2221
68.300,384.998567,550,162,7.7778
68.400,384.998567,550,162,7.7778
68.500,384.998567,550,162,7.7778
68.600,384.998567,550,162,7.7778
68.700,384.998567,550,162,7.7778
68.800,571.995968,550,162,11.9999
68.900,571.995968,550,162,15.9993
69.000,571.995968,550,162,19.9987
69.100,571.995968,550,163,12.4443
69.200,571.995968,550,163,16.4437
69.300,571.995968,550,163,20.4431
69.400,384.999466,550,163,7.7778
69.500,384.999466,550,163,7.7778
69.600,384.999466,550,163,7.7778
69.700,384.999466,550,163,7.7778
69.800,384.999466,550,163,7.7778
69.900,571.997344,550,163,14.2222
70.000,571.997344,1000,163,6.3556
70.100,571.997344,1000,163,6.3556
70.200,571.997344,1000,163,6.3556
70.300,571.997344,1000,163,6.3556
70.400,571.997344,1000,163,6.3556
70.500,571.997344,1000,163,6.3556
70.600,571.997344,1000,163,6.3556
70.700,571.997344,1000,163,6.3556
70.800,571.997344,1000,163,6.3556
70.900,619.663821,1000,163,6.8852
71.000,619.663821,1000,163,6.8852
71.100,619.663821,1000,163,6.8852
71.200,619.663821,1000,163,6.8852
71.300,619.663821,1000,163,6.8852
71.400,619.663821,1000,163,6.8852
71.500,619.663821,1000,163,6.8852
71.600,619.663821,1000,163,6.8852
71.700,619.663821,1000,163,6.8852
71.800,619.663821,1000,163,6.8852
71.900,619.663821,1000,163,6.8852
72.000,671.302507,1000,163,7.4589
72.100,671.302507,1000,163,7.4589
72.200,671.302507,1000,163,7.4589
72.300,671.302507,1000,163,7.4589
72.400,671.302507,1000,163,7.4589
72.500,671.302507,1000,163,7.4589
72.600,671.302507,1000,163,7.4589
72.700,671.302507,1000,163,7.4589
72.800,671.302507,1000,163,7.4589
72.900,671.302507,1000,163,7.4589
73.000,727.244420,1000,163,8.0805
73.100,727.244420,1000,163,8.0805
73.200,727.244420,1000,163,8.0805
73.300,727.244420,1000,163,8.0805
73.400,727.244420,1000,163,8.0805
73.500,727.244420,1000,163,8.0805
73.600,727.244420,1000,163,8.0805
73.700,727.244420,1000,163,8.0805
73.800,727.244420,1000,163,8.0805
73.900,727.244420,1000,163,8.0805
74.000,727.244420,1000,163,8.0805
74.100,787.848163,1000,163,8.7539
74.200,787.848163,1000,163,8.7539
74.300,787.848163,1000,163,8.7539
74.400,787.848163,1000,163,8.7539
74.500,787.848163,1000,163,8.7539
74.600,787.848163,1000,163,8.7539
74.700,787.848163,1000,163,8.7539
74.800,787.848163,1000,163,8.7539
74.900,787.848163,1000,163,8.7539
75.000,787.848163,1000,163,8.7539
